"1789-Washington" "1793-Washington" "1797-Adams" "1801-Jefferson" "1805-Jefferson" "1809-Madison" "1813-Madison" "1817-Monroe" "1821-Monroe" "1825-Adams" "1829-Jackson" "1833-Jackson" "1837-VanBuren" "1841-Harrison" "1845-Polk" "1849-Taylor" "1853-Pierce" "1857-Buchanan" "1861-Lincoln" "1865-Lincoln" "1869-Grant" "1873-Grant" "1877-Hayes" "1881-Garfield" "1885-Cleveland" "1889-Harrison" "1893-Cleveland" "1897-McKinley" "1901-McKinley" "1905-Roosevelt" "1909-Taft" "1913-Wilson" "1917-Wilson" "1921-Harding" "1925-Coolidge" "1929-Hoover" "1933-Roosevelt" "1937-Roosevelt" "1941-Roosevelt" "1945-Roosevelt" "1949-Truman" "1953-Eisenhower" "1957-Eisenhower" "1961-Kennedy" "1965-Johnson" "1969-Nixon" "1973-Nixon" "1977-Carter" "1981-Reagan" "1985-Reagan" "1989-Bush" "1993-Clinton" "1997-Clinton" "2001-Bush" "2005-Bush" "2009-Obama" "2013-Obama" "2017-Trump" "2021-Biden" "2025-Trump"
"indulg" 0 0 0 1 1 2 0 1 1 3 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fulfil" 0 0 0 0 1 2 0 0 0 2 0 1 1 1 0 0 4 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 1 0 0 2 1 0 0 1 1 0 0 2 3 0 0 0 0 0
"true" 0 0 0 0 1 2 1 0 0 0 0 0 3 9 3 1 1 2 2 1 1 0 2 1 0 0 1 4 1 0 1 0 3 0 3 2 2 2 2 0 0 0 2 0 1 0 1 2 0 0 0 0 1 0 1 2 2 0 0 1
"arm" 0 0 0 0 0 2 3 0 2 1 2 0 0 1 2 1 0 1 1 1 0 0 0 0 0 0 0 1 2 0 3 0 3 2 2 1 1 0 0 1 3 1 1 4 0 1 2 0 0 3 0 1 0 0 2 0 1 0 0 1
"manner" 0 0 0 0 0 2 0 2 3 0 0 1 1 2 2 0 1 4 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"allot" 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bound" 1 0 1 0 0 1 0 0 0 2 0 0 0 3 2 0 2 0 0 0 0 0 1 0 1 0 2 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0
"mean" 1 0 1 0 1 1 2 1 1 0 1 0 0 6 7 0 0 4 2 0 0 0 1 1 1 2 0 2 0 1 2 5 2 3 7 2 2 2 0 0 2 6 2 0 2 1 0 1 5 0 8 1 1 1 3 2 5 1 1 1
"anticip" 1 0 0 0 0 1 0 1 2 0 0 0 4 2 0 0 1 0 1 1 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"suppress" 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pledg" 1 0 1 0 0 1 1 0 1 2 0 0 1 3 1 0 3 0 0 0 0 0 1 0 2 0 3 0 1 0 1 0 0 2 1 0 2 2 0 0 0 1 4 7 0 0 2 1 2 1 0 1 2 2 0 1 2 0 2 1
"prejudic" 1 0 0 0 1 1 0 0 0 3 0 0 0 2 1 0 2 0 0 0 2 0 1 0 1 2 0 1 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 0 0 1 1 0 0
"exist" 1 0 1 0 1 1 0 1 4 2 1 1 8 15 9 1 3 3 8 0 0 3 2 2 0 4 2 1 2 2 8 1 0 1 1 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0
"economi" 1 0 0 1 0 1 0 1 2 1 1 1 0 0 1 1 1 0 0 0 0 0 1 1 1 1 3 2 1 0 1 1 0 1 6 1 1 0 0 0 0 0 0 0 0 1 0 0 4 5 0 3 2 2 0 3 1 0 0 0
"reward" 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 0 1 0 0 0 0 0 0 2 2 1 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 0 1 1 1 0 1 1 1 0
"whilst" 1 0 0 0 0 1 0 0 0 0 0 0 1 3 0 0 1 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"avoid" 1 0 0 0 0 1 0 0 0 0 0 0 2 1 2 0 0 1 1 0 0 0 0 0 1 2 1 3 1 0 4 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0
"rever" 1 0 1 0 1 1 0 0 0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"question" 1 0 0 1 0 1 0 1 2 2 0 0 1 1 3 1 4 12 7 0 5 4 10 5 0 1 1 5 3 0 5 3 1 2 2 2 0 0 0 0 0 2 0 0 0 0 1 1 1 2 0 1 1 0 4 3 0 0 0 0
"safe" 1 0 0 1 0 1 0 1 0 0 0 0 0 2 1 0 2 1 1 0 0 0 1 4 0 3 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 2 0 0 0 0 0 1 2 2 1 1
"address" 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 3 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"arduous" 1 0 0 0 0 1 1 0 0 2 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"provis" 1 0 0 0 0 1 0 0 4 2 0 0 2 3 0 0 1 0 9 0 0 0 1 0 0 1 0 3 0 0 3 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"expenditur" 1 0 0 0 0 1 0 0 1 4 1 1 0 0 1 1 0 1 0 0 1 0 0 1 1 4 2 4 1 0 6 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bring" 1 0 0 1 0 1 1 2 0 0 0 0 1 3 1 0 0 0 0 0 1 1 0 0 1 3 0 0 0 1 2 0 0 0 0 2 1 1 0 0 2 2 1 2 0 1 2 1 0 2 3 2 0 2 2 1 1 4 1 8
"benign" 1 0 1 1 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"disposit" 1 0 1 0 1 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 2 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"conspicu" 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"wise" 1 0 1 1 0 1 0 3 0 1 0 1 4 1 2 1 2 3 3 0 0 1 4 0 0 4 3 3 2 0 2 0 0 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"armi" 0 0 1 0 0 1 0 2 0 1 1 1 0 2 0 2 3 1 0 0 0 2 0 1 0 0 0 0 2 0 8 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
"howev" 0 0 1 0 0 1 0 0 1 0 0 0 1 17 0 1 1 2 2 0 0 2 1 1 0 4 1 2 2 0 4 0 0 1 0 1 1 1 0 0 0 0 2 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0 0
"felt" 0 0 1 1 0 1 1 2 1 1 0 0 2 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"british" 0 0 0 0 0 0 5 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"part" 0 0 1 1 0 0 3 4 9 2 0 2 2 16 10 1 1 1 4 1 3 2 2 1 0 1 1 2 5 0 4 4 4 4 1 7 3 2 1 0 0 0 0 0 1 2 1 0 1 1 6 1 1 0 0 2 0 1 0 0
"carri" 0 0 0 0 0 1 3 0 5 1 0 0 3 3 1 0 3 0 0 0 1 3 1 0 0 1 1 4 1 0 4 1 0 2 0 1 0 2 2 0 2 1 1 0 0 0 0 0 2 2 0 0 0 1 1 4 3 1 2 1
"savag" 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"stake" 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0 0 0
"still" 1 0 1 1 1 0 2 1 4 2 0 0 3 4 0 0 1 2 4 2 0 0 3 2 2 0 1 2 2 1 1 0 2 1 1 2 3 0 3 1 0 1 1 1 1 0 0 3 0 2 1 4 1 1 2 2 6 0 2 2
"repeat" 0 0 1 0 0 0 2 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
"period" 0 0 1 0 0 1 2 2 2 4 1 1 3 6 6 0 3 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 2 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 2 0
"element" 0 0 0 1 0 0 2 1 0 1 0 0 1 1 0 0 2 0 1 0 0 0 0 1 0 1 1 0 1 0 2 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"suffer" 0 0 0 1 0 0 2 1 3 1 0 0 1 3 0 0 1 2 0 0 0 0 1 1 1 1 0 2 0 0 1 1 0 2 3 2 0 2 0 0 1 0 1 0 1 3 0 0 2 0 0 0 0 2 0 1 0 0 0 2
"practic" 0 0 0 1 0 0 2 2 3 2 0 1 2 0 7 2 2 5 4 0 1 0 3 3 1 4 0 4 1 1 3 1 1 3 5 2 3 4 0 0 1 2 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
"relianc" 0 0 0 1 0 0 2 0 1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"progress" 0 0 0 0 1 1 2 1 5 1 1 0 2 2 1 0 1 4 0 1 0 2 1 1 0 2 0 2 2 0 7 0 0 5 0 17 2 8 1 0 2 0 3 1 1 1 5 0 2 6 1 0 2 0 2 1 1 0 2 0
"sympathi" 0 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 1 0 0 1 0 0 0 0 5 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"belong" 0 0 0 0 0 0 2 1 1 1 1 0 1 1 2 0 2 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 1 0 0 0 0 1 1 1 0 1 0 0 0 2 0 1
"compel" 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"last" 0 0 0 0 0 0 2 0 3 2 0 1 2 2 2 0 2 0 0 1 0 1 0 2 1 0 0 4 0 1 2 1 1 1 2 0 0 2 0 1 3 0 2 1 0 4 2 1 1 2 1 0 3 1 0 3 2 0 2 0
"cruel" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"usag" 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"prison" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1
"fight" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 2 0 1 2 2 1
"battl" 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 1
"massacr" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"captiv" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"disorgan" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"recoil" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"employ" 1 0 1 0 0 0 1 0 1 0 0 0 1 3 1 1 0 0 0 0 0 0 2 4 2 0 0 3 2 0 3 0 0 0 1 2 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"either" 1 0 0 0 0 0 1 1 5 1 1 0 0 6 1 1 1 1 6 0 0 2 1 1 0 1 0 3 0 0 1 1 0 0 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"presag" 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"commenc" 1 0 0 0 0 0 1 3 6 2 0 0 0 2 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"patriot" 1 0 1 1 1 0 1 1 3 2 1 1 8 11 3 3 3 0 3 0 0 0 1 1 4 8 4 4 2 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 2 1 2 1 2
"side" 1 0 0 0 0 0 1 0 2 0 0 0 0 1 0 0 2 1 4 0 0 0 0 0 0 0 1 0 0 0 0 2 0 1 1 1 1 1 0 0 0 0 0 8 1 1 0 0 3 1 0 0 0 1 1 1 0 0 0 0
"anoth" 1 0 0 1 1 0 1 1 1 1 0 1 0 6 5 0 0 0 3 1 1 0 0 0 1 2 1 0 0 0 2 0 1 2 1 1 0 0 0 0 0 4 0 0 1 2 3 1 0 2 0 1 3 1 3 0 1 2 9 0
"propiti" 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"smile" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"deepli" 1 0 1 0 1 0 1 1 1 2 0 1 2 1 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 2 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"way" 1 0 0 0 0 0 1 0 1 0 0 0 2 1 1 0 1 2 1 0 0 0 2 0 1 2 0 1 3 0 6 1 2 8 3 3 3 5 1 4 1 4 0 0 5 2 4 1 1 3 3 3 2 3 1 3 2 2 6 3
"await" 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0
"struggl" 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 2 0 0 0 0 1 1 1 0 1 0 0 0 0 3 2 1 0 0 0 0 0 0 0 0 1 1 3 1 0 0 1 3 3 0 0 0 1 0 1 0 1 2 0
"estim" 1 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"resort" 1 0 0 0 0 0 1 0 4 2 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"half" 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"number" 0 0 1 0 0 0 1 0 1 1 1 1 3 1 2 0 1 1 1 0 1 0 0 0 1 3 0 1 0 0 4 0 0 0 1 2 1 0 0 0 2 0 0 0 0 0 0 0 1 3 0 1 1 0 0 0 0 0 0 0
"confeder" 0 0 1 0 0 0 1 0 0 2 1 0 0 1 5 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"precis" 0 0 1 0 0 0 1 0 0 1 0 0 1 2 1 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0
"valu" 0 0 1 0 0 0 1 2 0 1 0 0 2 0 2 0 0 1 0 0 0 2 2 3 0 2 0 4 0 0 0 0 0 0 0 0 5 0 0 0 0 1 1 0 1 0 0 1 1 2 0 0 3 3 2 1 3 0 0 0
"contempt" 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"insurrect" 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"threaten" 0 0 1 0 0 0 1 0 0 1 0 0 2 0 1 0 2 0 0 0 0 1 1 1 0 1 1 1 0 0 0 0 0 3 2 0 0 0 0 0 0 1 0 0 0 0 0 0 1 3 0 2 0 0 0 1 0 0 0 0
"situat" 0 0 1 0 0 1 1 2 3 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 3 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"contribut" 0 0 1 0 1 0 1 2 2 2 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 6 5 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bosom" 0 0 1 0 0 0 1 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nobl" 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"like" 0 0 1 0 1 1 1 0 6 0 0 0 0 7 1 1 6 0 0 0 1 1 0 0 0 1 0 3 0 1 11 1 0 6 0 1 1 0 3 0 0 1 1 0 3 0 0 0 0 0 6 1 2 0 1 2 2 3 4 8
"depend" 1 0 1 0 0 0 0 7 3 0 1 0 2 2 2 0 2 0 1 1 0 0 2 1 1 1 2 1 0 1 4 0 1 2 2 1 0 1 0 1 1 0 1 0 0 0 0 0 2 1 0 0 1 1 3 2 0 0 1 0
"put" 0 0 0 0 0 0 0 7 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 2 0 0 4 2 0 1 1 0 3 0 1 0 0 0 0 0 0 0 0 0 2 2 3 1 1 0 0 1 0 1 2 2
"invas" 0 0 0 1 0 0 0 6 2 0 0 0 1 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"alway" 0 0 0 0 0 1 0 6 4 0 0 0 2 3 0 1 4 0 2 1 1 0 1 1 0 1 1 7 0 0 3 2 1 0 6 0 1 2 0 2 0 0 0 4 4 0 1 0 0 3 2 1 3 0 3 1 2 2 2 0
"highest" 0 0 1 0 0 1 0 5 3 0 0 0 2 0 1 2 1 1 0 0 0 1 0 1 0 1 0 1 1 0 3 0 0 4 2 3 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0
"naval" 0 0 0 0 0 0 1 5 5 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"portion" 0 0 0 1 0 0 1 4 1 1 0 2 2 3 4 0 2 3 3 0 1 0 1 0 0 1 1 1 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"complet" 0 0 0 0 1 0 0 4 4 0 0 1 1 1 2 0 0 0 0 0 0 0 2 0 0 0 2 0 3 0 4 1 0 1 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 0 1 3
"connect" 0 0 0 0 0 0 0 4 2 1 0 2 0 3 1 0 1 0 0 0 0 0 1 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
"deriv" 1 0 0 0 0 0 0 3 2 2 0 0 2 2 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 3 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"thus" 1 0 0 0 1 0 0 3 3 0 1 0 2 2 0 0 2 4 0 0 0 0 1 1 1 1 1 3 0 0 1 0 0 0 0 1 0 0 0 0 0 0 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"branch" 0 0 1 0 0 0 0 3 2 0 2 0 1 5 3 2 1 1 1 0 0 0 0 0 2 0 2 1 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"becom" 0 0 1 1 1 1 0 3 2 1 1 2 0 12 4 1 2 3 1 0 0 2 1 0 0 3 0 2 0 1 1 0 1 0 2 4 1 1 1 1 1 1 0 2 5 0 1 0 1 1 2 0 1 0 0 0 0 1 1 0
"condit" 0 0 1 0 1 1 0 3 3 4 0 0 4 3 2 1 0 3 0 0 0 1 5 2 0 6 2 7 3 3 10 1 0 2 6 1 1 2 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"approach" 0 0 0 1 0 0 0 3 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"product" 0 0 0 1 0 0 0 3 2 0 1 0 3 4 3 0 0 2 0 0 0 3 0 0 0 5 1 5 3 0 5 1 0 5 1 0 1 2 1 0 2 6 1 0 0 0 0 1 4 2 0 0 1 0 0 2 0 1 0 0
"engag" 0 0 0 1 0 1 1 3 2 0 0 0 0 2 2 0 1 0 1 0 0 1 1 1 1 0 0 1 0 0 2 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 2 1 0 0 4 0 0 1 0 0 1 0 1 0
"arrang" 0 0 0 1 0 0 0 3 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"want" 0 0 0 1 1 0 1 3 0 0 1 0 3 8 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 4 4 0 1 0 0 0 1 0 5 0 1 4 0 1 1 0 2 1 0 0 2 0 0 1 0 2
"compet" 0 0 0 1 0 0 0 3 2 1 0 0 0 1 2 0 0 0 2 0 0 0 0 0 3 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 2
"militia" 0 0 0 1 0 1 0 3 1 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
